2056, 2056
10, 10
4106, 4106
14, 14
2068, 2068
22, 22
2073, 2073
30, 30
4129, 4129
40, 40
43, 43
2096, 2096
54, 54
55, 55
56, 56
2103, 2103
2105, 2105
59, 59
60, 60
61, 61
62, 62
2107, 2107
4152, 4152
4165, 4165
2124, 2124
79, 79
2127, 2127
91, 91
2144, 2144
98, 98
2154, 2154
2155, 2155
109, 109
4206, 4206
111, 111
4211, 4211
120, 120
121, 121
125, 125
127, 127
2176, 2176
2177, 2177
129, 129
2179, 2179
4223, 4223
4237, 4237
143, 143
4243, 4243
4244, 4244
151, 151
152, 152
161, 161
2215, 2215
171, 171
173, 173
174, 174
2230, 2230
183, 183
185, 185
2234, 2234
187, 187
4283, 4283
4282, 4282
2242, 2242
206, 206
207, 207
4308, 4308
4309, 4309
4310, 4310
215, 215
2262, 2262
212, 212
221, 221
224, 224
225, 225
226, 226
4323, 4323
238, 238
4339, 4339
2298, 2298
255, 255
2308, 2308
263, 263
2322, 2322
2323, 2323
282, 282
286, 286
287, 287
2348, 2348
2349, 2349
305, 305
309, 309
316, 316
317, 317
2381, 2381
337, 337
347, 347
2400, 2400
2405, 2405
370, 370
2420, 2420
2421, 2421
379, 379
380, 380
381, 381
382, 382
383, 383
384, 384
394, 394
401, 401
405, 405
2461, 2461
415, 415
2465, 2465
418, 418
425, 425
427, 427
428, 428
2476, 2476
436, 436
437, 437
2497, 2497
2498, 2498
2499, 2499
452, 452
451, 451
453, 453
450, 450
449, 449
459, 459
461, 461
462, 462
463, 463
474, 474
476, 476
477, 477
483, 483
2534, 2534
2535, 2535
2545, 2545
2546, 2546
2548, 2548
2549, 2549
506, 506
507, 507
2559, 2559
2562, 2562
517, 517
523, 523
529, 529
530, 530
533, 533
541, 541
544, 544
545, 545
548, 548
2605, 2605
558, 558
2608, 2608
566, 566
568, 568
2617, 2617
2618, 2618
570, 570
575, 575
576, 576
578, 578
582, 582
586, 586
595, 595
605, 605
607, 607
608, 608
617, 617
621, 621
623, 623
631, 631
637, 637
638, 638
644, 644
654, 654
655, 655
656, 656
2705, 2705
658, 658
2706, 2706
2708, 2708
661, 661
2728, 2728
680, 680
2753, 2753
705, 705
707, 707
2755, 2755
955, 955
2758, 2758
711, 711
730, 730
731, 731
735, 735
2796, 2796
752, 752
753, 753
754, 754
760, 760
761, 761
762, 762
2811, 2811
2812, 2812
2816, 2816
768, 768
770, 770
2821, 2821
2822, 2822
2823, 2823
776, 776
777, 777
778, 778
2827, 2827
2828, 2828
780, 780
773, 773
785, 785
798, 798
799, 799
2847, 2847
803, 803
2853, 2853
814, 814
819, 819
827, 827
2876, 2876
831, 831
2879, 2879
840, 840
841, 841
2893, 2893
850, 850
853, 853
2904, 2904
2908, 2908
2916, 2916
868, 868
870, 870
2923, 2923
875, 875
877, 877
878, 878
2930, 2930
885, 885
2934, 2934
887, 887
888, 888
2937, 2937
2938, 2938
2939, 2939
2935, 2935
893, 893
895, 895
897, 897
2947, 2947
2948, 2948
909, 909
913, 913
914, 914
919, 919
924, 924
2976, 2976
2978, 2978
2979, 2979
931, 931
932, 932
