903,2891
271,3867
890,1884
224,943
661,2895
36,3
453,1881
852,2594
767,1915
783,948
532,949
160,1886
501,8
1081,2902
419,1592
178,952
789,953
249,1890
285,3048
790,957
846,959
518,2910
1077,962
456,1894
169,1554
517,2914
22,964
882,3858
108,1898
167,968
157,17
521,2919
25,971
1117,2921
776,2571
20,973
192,20
599,1908
341,1910
555,1911
1109,978
823,45
750,2933
480,1916
298,1917
1040,705
621,31
769,1918
458,36
818,989
905,3734
337,2941
609,39
842,993
948,2943
234,2945
595,1932
1063,1933
476,312
554,2948
459,1259
183,995
807,1936
85,1717
845,49
213,2951
277,50
165,2954
28,1135
163,2956
1018,2957
258,2959
420,2735
98,54
363,1940
1116,1011
392,828
567,1013
130,1946
912,300
380,153
37,1892
102,65
259,2973
399,2578
831,1018
14,1955
642,67
718,1959
1113,1023
263,2432
582,71
781,1027
261,3728
293,1967
200,609
977,1030
39,2068
1036,1971
580,76
990,1033
538,1034
283,1733
737,1973
369,1978
142,1976
865,796
499,2994
414,2548
639,1040
738,2154
127,86
515,3000
324,1046
314,1986
208,2703
814,1048
478,3003
1102,1049
327,1050
744,93
326,1052
745,1812
687,444
794,3010
289,2804
704,1996
451,3866
899,1057
806,2000
1101,1058
398,2589
703,2004
433,2032
699,3079
1100,1063
236,765
101,3015
702,3080
649,1065
471,2866
707,230
158,2904
3,2014
943,900
935,2992
524,2167
633,2018
632,2020
1066,114
260,498
373,2026
959,119
535,2027
1014,2028
387,3109
232,122
1022,1079
66,3037
287,2685
75,3040
432,2033
489,1086
527,2241
861,972
105,2039
140,2040
479,660
384,140
315,267
141,2044
335,142
193,2045
975,3054
761,3055
607,902
382,196
138,2048
33,147
201,2050
383,148
340,1098
618,2053
1,2953
907,1100
402,2596
128,1678
334,3068
166,2059
872,157
1114,158
202,1102
339,1103
493,914
1002,2061
65,342
775,3004
34,166
296,1107
359,3081
651,1070
505,172
317,1111
691,3085
709,1114
355,3087
1073,181
295,182
1007,2072
291,1117
290,1118
191,1127
746,3106
401,2079
1009,2080
390,3098
798,3091
892,191
693,2085
1058,193
15,1124
770,1283
752,197
801,200
974,201
1074,3092
960,203
386,3614
937,1224
514,204
697,2097
670,666
342,207
16,1133
1026,1258
396,2824
646,212
17,1140
281,1141
18,1142
279,3258
614,3118
547,2115
21,2842
61,835
904,2577
627,219
481,2763
645,222
549,1416
1076,3124
748,224
560,3126
659,2297
144,1153
749,228
958,2128
754,231
552,2130
714,3131
630,233
207,234
604,2765
1061,1402
504,2138
601,2139
503,2140
206,241
1041,2141
377,1159
696,2509
982,3424
407,3143
695,2147
681,1167
986,518
562,1476
753,250
929,3152
256,252
706,2153
1035,1172
957,1174
716,2156
1032,1432
215,2157
617,1179
616,1180
429,1698
765,1183
884,1188
8,2162
257,265
871,1192
368,3162
103,3163
500,615
923,3612
526,2170
924,1199
536,271
288,152
116,273
787,3629
784,2176
938,2093
118,276
660,679
30,1663
226,1927
885,3110
124,1670
553,282
97,2613
238,748
117,289
228,290
9,1218
171,2187
113,1220
204,2371
650,3107
209,3182
902,40
826,294
147,3185
610,3108
487,3187
196,2195
494,3189
991,2175
146,3192
194,2251
1075,167
145,3196
156,3035
6,3715
154,1239
79,830
378,3855
254,1242
931,2009
155,3865
319,831
350,2208
496,3205
895,2212
294,1131
251,3895
1019,3207
309,1252
939,3210
821,1773
537,3212
457,316
5,2218
320,1253
46,319
497,320
189,3819
1006,3785
310,3377
803,3219
482,2621
819,2629
445,3224
99,2228
648,3114
245,1265
72,2881
244,1266
106,2233
306,3787
1005,2105
742,1269
470,1270
970,331
440,332
71,3275
985,335
822,2240
850,3238
74,338
63,2243
816,3240
252,2627
100,2246
344,1278
311,3789
797,346
448,3243
1057,1282
1011,1350
764,3245
95,2253
577,350
844,1287
297,1778
27,2255
13,2256
579,354
799,355
593,1122
566,247
385,2259
734,2449
901,2247
282,2694
522,3153
543,1826
817,1304
914,1294
570,2376
724,2192
857,363
190,2200
854,1603
32,2267
759,3263
247,1791
423,367
656,1302
161,2272
655,1303
366,3528
329,2275
678,1036
168,2276
26,3272
1051,3274
328,2279
792,3276
606,3278
833,1309
2,3418
622,3295
835,1313
92,3170
218,421
332,1315
274,386
24,3286
336,390
227,3290
365,2366
608,3292
410,2295
893,396
153,1323
1069,2299
180,3296
406,2300
1108,3297
978,3298
623,2303
491,3300
41,1329
136,2437
668,1737
264,3663
1118,980
1091,3283
1096,1337
43,1338
1053,1339
1034,3309
474,3310
911,143
611,3312
114,415
269,3314
115,2508
241,1273
84,2315
918,1344
69,2517
81,2520
82,2319
1048,420
47,1349
143,422
624,2323
625,2324
1042,424
450,1354
467,2331
454,3329
278,1357
96,2333
214,1359
917,1317
673,434
94,1461
721,438
345,227
771,2339
519,1362
712,2533
172,3341
177,2344
605,2764
739,3009
870,3234
436,554
381,3345
516,1368
573,2348
1065,446
38,2351
430,2352
568,2355
462,1373
411,2291
88,3354
388,451
389,452
575,2360
219,3359
170,2362
747,215
437,1796
211,1381
90,3362
86,3363
11,3364
592,3049
217,1139
720,3367
198,463
635,3370
275,2798
353,1390
692,1391
544,597
175,469
766,1897
508,1392
507,1393
93,471
587,3379
159,2381
735,472
736,473
710,1397
91,475
731,479
331,3294
1082,2892
395,481
312,3388
351,966
152,1255
1031,3391
953,1401
50,2539
1093,3133
728,486
700,1406
1028,3396
1004,2399
58,2400
246,2401
971,3399
1046,3400
1045,3401
48,884
346,397
983,3137
1104,493
55,2407
348,3408
56,2408
540,1801
54,2410
966,3029
843,2412
972,2907
262,502
583,1802
1064,3067
123,1674
237,2417
391,3089
717,3417
698,1422
827,2257
727,2550
427,3425
313,1429
523,2637
1037,3430
984,3431
672,2428
57,2972
838,521
1003,2431
35,2189
164,3434
421,524
1030,3254
162,3438
612,3129
195,2190
591,530
40,2441
210,2477
839,534
542,3227
352,2493
1000,307
486,1285
586,3250
788,1449
675,2328
418,538
777,2451
782,1025
932,541
212,2453
813,1454
468,3453
927,544
926,545
832,546
810,3313
980,194
438,549
1017,550
800,2461
44,1336
400,487
222,3901
733,483
216,3463
473,2464
921,559
466,3467
992,1465
513,562
1033,2470
330,3471
512,565
374,1470
110,3654
881,3149
129,568
564,1447
993,1437
132,570
615,2419
626,2310
1094,2317
780,2480
89,1477
87,3059
950,2150
732,1471
1060,2483
676,3644
987,1485
834,73
300,1776
442,576
186,577
111,3489
42,3487
1039,2490
969,2491
1056,2492
461,3492
475,2986
795,2494
760,3604
199,2991
70,587
45,1564
889,488
1111,3506
848,640
121,2507
266,3510
898,1503
465,3511
837,3512
561,3104
416,599
962,255
417,579
812,601
581,3317
563,1510
181,1511
756,3518
994,2828
757,3520
182,1515
184,1518
956,3332
185,1520
571,608
685,419
343,1105
565,1523
841,3530
836,610
713,2529
176,1528
490,614
59,1529
223,3534
286,2688
796,2536
1110,1532
772,3668
657,3781
197,1536
936,2541
815,1003
909,3461
174,1539
683,3543
307,2347
413,3850
268,3661
730,3352
242,671
422,1542
243,2270
578,1513
708,2552
51,2073
273,381
1013,626
576,2971
830,2557
173,1850
631,11
1054,629
179,630
533,261
1090,2997
976,633
981,3560
